art_id;author;pos
conf/intetain/ChaKCWK14;Yoon-Jung Choi;2
conf/intetain/ChaKCWK14;Young-A Won;3
conf/intetain/ChaKCWK14;Hyun Joo Kim;4
conf/intetain/Nijholt14;Anton Nijholt;0
conf/intetain/ChenV13;Fan Chen;0
conf/intetain/ChenV13;Christophe De Vleeschouwer;1
conf/intetain/WeintropBHOTJW14;David Weintrop;0
conf/intetain/WeintropBHOTJW14;Elham Beheshti;1
conf/intetain/WeintropBHOTJW14;Michael S. Horn;2
conf/intetain/WeintropBHOTJW14;Kai Orton;3
conf/intetain/WeintropBHOTJW14;Laura Trouille;4
conf/intetain/WeintropBHOTJW14;Kemi Jona;5
conf/intetain/WeintropBHOTJW14;Uri Wilensky;6
conf/intetain/KweonKKC14;Sang-Hee Kweon;0
conf/intetain/KweonKKC14;HeaJi Kweon;1
conf/intetain/KweonKKC14;HeaLin Kweon;2
conf/intetain/KweonKKC14;Min Kyung Cha;3
conf/intetain/FrissonKGDRZGTD13;Christian Frisson;0
conf/intetain/FrissonKGDRZGTD13;Gauthier Keyaerts;1
conf/intetain/FrissonKGDRZGTD13;Fabien Grisard;2
conf/intetain/FrissonKGDRZGTD13;St?phane Dupont;3
conf/intetain/FrissonKGDRZGTD13;Thierry Ravet;4
conf/intetain/FrissonKGDRZGTD13;Fran?ois Zaj?ga;5
conf/intetain/FrissonKGDRZGTD13;Laura Colmenares Guerra;6
conf/intetain/FrissonKGDRZGTD13;Todor Todoroff;7
conf/intetain/FrissonKGDRZGTD13;Thierry Dutoit;8
conf/intetain/Molineux14;Christopher Molineux;0
conf/intetain/FerryGL14;Peter Ferry;0
conf/intetain/FerryGL14;Joe Geigel;1
conf/intetain/FerryGL14;Susan Lakin;2
conf/intetain/BaxterC14;Janell Baxter;0
conf/intetain/BaxterC14;Jennifer Collins;1
conf/intetain/BaltussenBO13;Lotte Belice Baltussen;0
conf/intetain/BaltussenBO13;Jaap Blom;1
conf/intetain/BaltussenBO13;Roeland Ordelman;2
conf/intetain/Dormann14;Claire Dormann;0
conf/intetain/Dilger13;Thierry Dilger;0
conf/intetain/SchoreelsDM13;Jonathan Schoreels;0
conf/intetain/SchoreelsDM13;Romuald Deshayes;1
conf/intetain/SchoreelsDM13;Tom Mens;2
conf/intetain/RoccaMG14;Fran?ois Rocca;0
conf/intetain/RoccaMG14;Matei Mancas;1
conf/intetain/RoccaMG14;Bernard Gosselin;2
conf/intetain/VatavuM13;Radu-Daniel Vatavu;0
conf/intetain/VatavuM13;Matei Mancas;1
conf/intetain/EscobarCIV13;Fernando A. Escobar;0
conf/intetain/EscobarCIV13;Xin Chang;1
conf/intetain/EscobarCIV13;Christian Ibala;2
conf/intetain/EscobarCIV13;Carlos Valderrama;3
conf/intetain/LeroyRMG13;Julien Leroy;0
conf/intetain/LeroyRMG13;Fran?ois Rocca;1
conf/intetain/LeroyRMG13;Matei Mancas;2
conf/intetain/LeroyRMG13;Bernard Gosselin;3
conf/intetain/RijnboutVVBGSE13;Pepijn Rijnbout;0
conf/intetain/RijnboutVVBGSE13;Linda De Valk;1
conf/intetain/RijnboutVVBGSE13;Arnold P. O. S. Vermeeren;2
conf/intetain/RijnboutVVBGSE13;Tilde Bekker;3
conf/intetain/RijnboutVVBGSE13;Mark de Graaf;4
conf/intetain/RijnboutVVBGSE13;Ben A. M. Schouten;5
conf/intetain/RijnboutVVBGSE13;Berry Eggen;6
conf/intetain/SannaLPCM13;Andrea Sanna;0
conf/intetain/SannaLPCM13;Fabrizio Lamberti;1
conf/intetain/SannaLPCM13;Gianluca Paravati;2
conf/intetain/SannaLPCM13;Gilles Carlevaris;3
conf/intetain/SannaLPCM13;Paolo Montuschi;4
conf/intetain/UrbainNMGCAV13;J?r?me Urbain;0
conf/intetain/UrbainNMGCAV13;Radoslaw Niewiadomski;1
conf/intetain/UrbainNMGCAV13;Maurizio Mancini;2
conf/intetain/UrbainNMGCAV13;Harry J. Griffin;3
conf/intetain/UrbainNMGCAV13;H?seyin ?akmak;4
conf/intetain/UrbainNMGCAV13;Laurent Ach;5
conf/intetain/UrbainNMGCAV13;Gualtiero Volpe;6
conf/intetain/KumbeizH14;Walter Kumbeiz;0
conf/intetain/KumbeizH14;Helmut Hlavacs;1
conf/intetain/BosLRPN14;Danny Plass-Oude Bos;0
conf/intetain/BosLRPN14;Bram van de Laar;1
conf/intetain/BosLRPN14;Boris Reuderink;2
conf/intetain/BosLRPN14;Mannes Poel;3
conf/intetain/BosLRPN14;Anton Nijholt;4
conf/intetain/ZhangB14;Li Zhang;0
conf/intetain/ZhangB14;John A. Barnden;1
conf/intetain/Davismoon14;Stephen Davismoon;0
conf/intetain/FeugereDD13;Lionel Feug?re;0
conf/intetain/FeugereDD13;Christophe d'Alessandro;1
conf/intetain/FeugereDD13;Boris Doval;2
conf/eurogp/McDermottC13;James McDermott;0
conf/eurogp/McDermottC13;Paula Carroll;1
conf/eurogp/VanneschiCMS13;Leonardo Vanneschi;0
conf/eurogp/VanneschiCMS13;Mauro Castelli;1
conf/eurogp/VanneschiCMS13;Luca Manzoni;2
conf/eurogp/VanneschiCMS13;Sara Silva;3
conf/eurogp/MinarikS14;Milos Minarik;0
conf/eurogp/MinarikS14;Luk?s Sekanina;1
conf/eurogp/HuBM13;Ting Hu;0
conf/eurogp/HuBM13;Wolfgang Banzhaf;1
conf/eurogp/HuBM13;Jason H. Moore;2
conf/eurogp/GaucelKLT14;S?bastien Gaucel;0
conf/eurogp/GaucelKLT14;Maarten Keijzer;1
conf/eurogp/GaucelKLT14;Evelyne Lutton;2
conf/eurogp/GaucelKLT14;Alberto Paolo Tonda;3
conf/eurogp/GoncalvesS13;Ivo Gon?alves;0
conf/eurogp/GoncalvesS13;Sara Silva;1
conf/eurogp/KattanKA14;Ahmed Kattan;0
conf/eurogp/KattanKA14;Michael Kampouridis;1
conf/eurogp/KattanKA14;Alexandros Agapitos;2
conf/eurogp/AgapitosMOKB14;Alexandros Agapitos;0
conf/eurogp/AgapitosMOKB14;James McDermott;1
conf/eurogp/AgapitosMOKB14;Michael O'Neill;2
conf/eurogp/AgapitosMOKB14;Ahmed Kattan;3
conf/eurogp/AgapitosMOKB14;Anthony Brabazon;4
conf/eurogp/HaradaT14;Tomohiro Harada;0
conf/eurogp/HaradaT14;Keiki Takadama;1
conf/eurogp/GoldmanP13;Brian W. Goldman;0
conf/eurogp/GoldmanP13;William F. Punch;1
conf/eurogp/KellyH14;Stephen Kelly;0
conf/eurogp/KellyH14;Malcolm I. Heywood;1
conf/eurogp/GraffGJ14;Mario Graff;0
conf/eurogp/GraffGJ14;Ariel Graff-Guerrero;1
conf/eurogp/GraffGJ14;Jaime Cerda Jacobo;2
conf/eurogp/FaganHOM13;David Fagan;0
conf/eurogp/FaganHOM13;Erik Hemberg;1
conf/eurogp/FaganHOM13;Michael O'Neill;2
conf/eurogp/FaganHOM13;Se?n McGarraghy;3
conf/eurogp/AnhNNO13;Pham Tuan Anh;0
conf/eurogp/AnhNNO13;Quang Uy Nguyen;1
conf/eurogp/AnhNNO13;Xuan Hoai Nguyen;2
conf/eurogp/AnhNNO13;Michael O'Neill;3
conf/eurogp/LunaRRV13;Jos? Mar?a Luna;0
conf/eurogp/LunaRRV13;Jos? Ra?l Romero;1
conf/eurogp/LunaRRV13;Crist?bal Romero;2
conf/eurogp/LunaRRV13;Sebasti?n Ventura;3
conf/eurogp/RyanKOFM14;Conor Ryan;0
conf/eurogp/RyanKOFM14;Krzysztof Krawiec;1
conf/eurogp/RyanKOFM14;Una-May O'Reilly;2
conf/eurogp/RyanKOFM14;Jeannie Fitzgerald;3
conf/eurogp/RyanKOFM14;David Medernach;4
conf/eurogp/AgapitosOB13;Alexandros Agapitos;0
conf/eurogp/AgapitosOB13;Michael O'Neill;1
conf/eurogp/AgapitosOB13;Anthony Brabazon;2
conf/eurogp/AzadR14;R. Muhammad Atif Azad;0
conf/eurogp/AzadR14;Conor Ryan;1
conf/eurogp/VasicekB14;Zdenek Vas?cek;0
conf/eurogp/VasicekB14;Michal Bidlo;1
conf/eurogp/NguyenZJ14;Su Nguyen;0
conf/eurogp/NguyenZJ14;Mengjie Zhang;1
conf/eurogp/NguyenZJ14;Mark Johnston;2
conf/eurogp/LuisS13;Sweeney Luis;0
conf/eurogp/LuisS13;Marcus Vinicius dos Santos;1
conf/eurogp/ArnaldoVO14;Ignacio Arnaldo;0
conf/eurogp/ArnaldoVO14;Kalyan Veeramachaneni;1
conf/eurogp/ArnaldoVO14;Una-May O'Reilly;2
conf/eurogp/HaradaT13;Tomohiro Harada;0
conf/eurogp/HaradaT13;Keiki Takadama;1
conf/eurogp/NguyenZJT13;Su Nguyen;0
conf/eurogp/NguyenZJT13;Mengjie Zhang;1
conf/eurogp/NguyenZJT13;Mark Johnston;2
conf/eurogp/NguyenZJT13;Kay Chen Tan;3
conf/eurogp/RubertoVCS14;Stefano Ruberto;0
conf/eurogp/RubertoVCS14;Leonardo Vanneschi;1
conf/eurogp/RubertoVCS14;Mauro Castelli;2
conf/eurogp/RubertoVCS14;Sara Silva;3
conf/eurogp/OteroJ13;Fernando E. B. Otero;0
conf/eurogp/OteroJ13;Colin G. Johnson;1
conf/eurogp/CanoZGV13;Alberto Cano 0001;0
conf/eurogp/CanoZGV13;Amelia Zafra;1
conf/eurogp/CanoZGV13;Eva Lucrecia Gibaja Galindo;2
conf/eurogp/CanoZGV13;Sebasti?n Ventura;3
conf/eurogp/McDermott14;James McDermott;0
conf/eurogp/NaredoTM13;Enrique Naredo;0
conf/eurogp/NaredoTM13;Leonardo Trujillo;1
conf/eurogp/NaredoTM13;Yuliana Mart?nez;2
conf/eurogp/TurnerM14;Andrew James Turner;0
conf/eurogp/TurnerM14;Julian Francis Miller;1
conf/eurogp/FonluptR13;Cyril Fonlupt;0
conf/eurogp/FonluptR13;Denis Robilliard;1
conf/eurogp/Sandoval-PerezBVRN13;Angelica Sandoval-Perez;0
conf/eurogp/Sandoval-PerezBVRN13;David Becerra;1
conf/eurogp/Sandoval-PerezBVRN13;Diana Vanegas;2
conf/eurogp/Sandoval-PerezBVRN13;Daniel Restrepo-Montoya;3
conf/eurogp/Sandoval-PerezBVRN13;Fernando Ni?;4
conf/eurogp/CzajkowskiK13;Marcin Czajkowski;0
conf/eurogp/CzajkowskiK13;Marek Kretowski;1
conf/eurogp/DrakeKO13;John H. Drake;0
conf/eurogp/DrakeKO13;Nikolaos Kililis;1
conf/eurogp/DrakeKO13;Ender ?zcan;2
conf/eurogp/KrawiecO14;Krzysztof Krawiec;0
conf/eurogp/KrawiecO14;Una-May O'Reilly;1
conf/eurogp/SeatonMC13;Tom Seaton;0
conf/eurogp/SeatonMC13;Julian F. Miller;1
conf/eurogp/SeatonMC13;Tim Clarke;2
conf/eurogp/DickW13;Grant Dick;0
conf/eurogp/DickW13;Peter A. Whigham;1
conf/eurogp/HoganAR13;Damien Hogan;0
conf/eurogp/HoganAR13;Tom Arbuckle;1
conf/eurogp/HoganAR13;Conor Ryan;2
conf/eurogp/TrujilloMNM14;Leonardo Trujillo;0
conf/eurogp/TrujilloMNM14;Luis Mu?;1
conf/eurogp/TrujilloMNM14;Enrique Naredo;2
conf/eurogp/TrujilloMNM14;Yuliana Mart?nez;3
conf/eurogp/LangdonH14;William B. Langdon;0
conf/eurogp/LangdonH14;Mark Harman;1
conf/eurogp/PetkeHLW14;Justyna Petke;0
conf/eurogp/PetkeHLW14;Mark Harman;1
conf/eurogp/PetkeHLW14;William B. Langdon;2
conf/eurogp/PetkeHLW14;Westley Weimer;3
conf/eurogp/HongWLO13;Libin Hong;0
conf/eurogp/HongWLO13;John Robert Woodward;1
conf/eurogp/HongWLO13;Jingpeng Li;2
conf/eurogp/HongWLO13;Ender ?zcan;3
conf/eurogp/IngalalliSCV14;Vijay Ingalalli;0
conf/eurogp/IngalalliSCV14;Sara Silva;1
conf/eurogp/IngalalliSCV14;Mauro Castelli;2
conf/eurogp/IngalalliSCV14;Leonardo Vanneschi;3
conf/his2/ZhangMNODGSC13;Shuai Zhang;0
conf/his2/ZhangMNODGSC13;Sally I. McClean;1
conf/his2/ZhangMNODGSC13;Chris D. Nugent;2
conf/his2/ZhangMNODGSC13;Sonja O'Neill;3
conf/his2/ZhangMNODGSC13;Mark P. Donnelly;4
conf/his2/ZhangMNODGSC13;Leo Galway;5
conf/his2/ZhangMNODGSC13;Bryan W. Scotney;6
conf/his2/ZhangMNODGSC13;Ian Cleland;7
conf/his2/MagnaniF13a;Denise Magnani;0
conf/his2/MagnaniF13a;Michael Freed;1
conf/his2/XiongFWXH14;Zhuqing Q. Xiong;0
conf/his2/XiongFWXH14;Honghui H. Fan;1
conf/his2/XiongFWXH14;Weizhong Z. Wang;2
conf/his2/XiongFWXH14;Gaosheng S. Xie;3
conf/his2/XiongFWXH14;Bangyu Y. Hwang;4
conf/his2/ZhaoWLZ13;Xin Zhao;0
conf/his2/ZhaoWLZ13;Sen Wang;1
conf/his2/ZhaoWLZ13;Xue Li;2
conf/his2/ZhaoWLZ13;Hao Lan Zhang;3
conf/his2/AljumahLPD13;Feras Aljumah;0
conf/his2/AljumahLPD13;Raymond Hei Man Leung;1
conf/his2/AljumahLPD13;Makan Pourzandi;2
conf/his2/AljumahLPD13;Mourad Debbabi;3
conf/his2/Rissanen14;Marjo Rissanen;0
conf/his2/KamalanathanECK13;Nitya Kamalanathan;0
conf/his2/KamalanathanECK13;Alan Eardley;1
conf/his2/KamalanathanECK13;Caroline Chibelushi;2
conf/his2/KamalanathanECK13;Paul Kingston;3
conf/his2/DingGXQ14;Yi Ding;0
conf/his2/DingGXQ14;Ji Geng;1
conf/his2/DingGXQ14;Zhe Xiao;2
conf/his2/DingGXQ14;Zhiguang Qin;3
conf/his2/YuCX14;Shaode Yu;0
conf/his2/YuCX14;Xuyin Cheng;1
conf/his2/YuCX14;Yaoqin Xie;2
conf/his2/BarzdinsBRS13;Janis Barzdins;0
conf/his2/BarzdinsBRS13;Juris Barzdins;1
conf/his2/BarzdinsBRS13;Edgars Rencis;2
conf/his2/BarzdinsBRS13;Agris Sostaks;3
conf/his2/ZhaoNZQZY14;Tingzhi Zhao;0
conf/his2/ZhaoNZQZY14;Hongbo Ni;1
conf/his2/ZhaoNZQZY14;Xingshe Zhou;2
conf/his2/ZhaoNZQZY14;Lin Qiang;3
conf/his2/ZhaoNZQZY14;Daqing Zhang;4
conf/his2/ZhaoNZQZY14;Zhiwen Yu;5
conf/his2/ZhaoP13;Hongtao Zhao;0
conf/his2/ZhaoP13;Kalpdrum Passi;1
conf/his2/MaoLNMGZ14;Liyu Mao;0
conf/his2/MaoLNMGZ14;Ding Liang;1
conf/his2/MaoLNMGZ14;Yunkun Ning;2
conf/his2/MaoLNMGZ14;Yingnan Ma;3
conf/his2/MaoLNMGZ14;Xing Gao;4
conf/his2/MaoLNMGZ14;Guoru Zhao;5
conf/his2/LakiotakiHKP13;Kleanthi Lakiotaki;0
conf/his2/LakiotakiHKP13;Angelos Hliaoutakis;1
conf/his2/LakiotakiHKP13;Serafim Koutsos;2
conf/his2/LakiotakiHKP13;Euripides G. M. Petrakis;3
conf/his2/LiLLZT14;Xiaolong Li;0
conf/his2/LiLLZT14;Huihui Li;1
conf/his2/LiLLZT14;Jizhou Li;2
conf/his2/LiLLZT14;Yongjin Zhou;3
conf/his2/LiLLZT14;Jianhao Tan;4
conf/his2/PecchiaMMB13;Leandro Pecchia;0
conf/his2/PecchiaMMB13;Jennifer L. Martin;1
conf/his2/PecchiaMMB13;Arthur G. Money;2
conf/his2/PecchiaMMB13;Julie Barnett;3
conf/his2/PaliwalK13;Gaurav Paliwal;0
conf/his2/PaliwalK13;Arvind W. Kiwelekar;1
conf/his2/ZhangZPH14;Hao Lan Zhang;0
conf/his2/ZhangZPH14;Roozbeh Zarei;1
conf/his2/ZhangZPH14;Chaoyi Pang;2
conf/his2/ZhangZPH14;Xiaohui Hu;3
conf/his2/LiTLSL13;Jing-song Li;0
conf/his2/LiTLSL13;Yu Tian;1
conf/his2/LiTLSL13;Yan-Feng Liu;2
conf/his2/LiTLSL13;Ting Shu;3
conf/his2/LiTLSL13;Ming-Hui Liang;4
conf/his2/KabaSLLS13;Djibril Kaba;0
conf/his2/KabaSLLS13;Ana G. Salazar-Gonzalez;1
conf/his2/KabaSLLS13;Yongmin Li;2
conf/his2/KabaSLLS13;Xiaohui Liu;3
conf/his2/KabaSLLS13;Ahmed Serag;4
conf/his2/LiGWQXY14;Ling X. Li;0
conf/his2/LiGWQXY14;Jia Gu;1
conf/his2/LiGWQXY14;Tiexiang Wen;2
conf/his2/LiGWQXY14;Wenjian Qin;3
conf/his2/LiGWQXY14;Hua Xiao;4
conf/his2/LiGWQXY14;Jiaping Yu;5
conf/his2/ZhengLC14;Zhuoyuan Zheng;0
conf/his2/ZhengLC14;Ye Li;1
conf/his2/ZhengLC14;Yunpeng Cai;2
conf/his2/YeZXHBS14a;Xin Ye;0
conf/his2/YeZXHBS14a;Linan Zhang;1
conf/his2/YeZXHBS14a;Zaobing Xu;2
conf/his2/YeZXHBS14a;Zengtao Hou;3
conf/his2/YeZXHBS14a;Xueling Bai;4
conf/his2/YeZXHBS14a;Peng Shang;5
conf/his2/SerhaniBB13;Mohamed Adel Serhani;0
conf/his2/SerhaniBB13;Abdelghani Benharref;1
conf/his2/SerhaniBB13;Elarbi Badidi;2
conf/his2/KlawonnLG13;Frank Klawonn;0
conf/his2/KlawonnLG13;Werner Lechner;1
conf/his2/KlawonnLG13;Lorenz Grigull;2
conf/his2/MerabtiSD14;Adila Merabti;0
conf/his2/MerabtiSD14;Lina Fatima Soualmia;1
conf/his2/MerabtiSD14;St?fan Jacques Darmoni;2
conf/his2/WeiFTZL14;Zheng Wei;0
conf/his2/WeiFTZL14;Peng Fang;1
conf/his2/WeiFTZL14;Lan Tian;2
conf/his2/WeiFTZL14;Qifang Zhuo;3
conf/his2/WeiFTZL14;Guanglin Li;4
conf/his2/HajiSR14;Haji Ali Haji;0
conf/his2/HajiSR14;Hussein Suleman;1
conf/his2/HajiSR14;Ulrike Rivett;2
conf/his2/YanXLLHWL14;Zhenzhen Yan;0
conf/his2/YanXLLHWL14;Liang Xiao;1
conf/his2/YanXLLHWL14;Jianzhou Liu;2
conf/his2/YanXLLHWL14;Xing Liu;3
conf/his2/YanXLLHWL14;Yumin Hu;4
conf/his2/YanXLLHWL14;Qiuju Wei;5
conf/his2/YanXLLHWL14;Xusong Liu;6
conf/his2/FitzsimmonsWGM13;Deborah Fitzsimmons;0
conf/his2/FitzsimmonsWGM13;Anthony Wensley;1
conf/his2/FitzsimmonsWGM13;Ian Graham;2
conf/his2/FitzsimmonsWGM13;Gail A. Mountain;3
conf/his2/ZhangCZC14;Fan Zhang;0
conf/his2/ZhangCZC14;Zhiwei Cao;1
conf/his2/ZhangCZC14;Xinhong Zhang;2
conf/his2/ZhangCZC14;Kui Cao;3
conf/his2/ShoshminLB13;Alexander Shoshmin;0
conf/his2/ShoshminLB13;Natalia Lebedeva;1
conf/his2/ShoshminLB13;Yanina Besstrashnova;2
conf/his2/ZhangWMGLZ14;Jing Zhang;0
conf/his2/ZhangWMGLZ14;Yongfeng Wang;1
conf/his2/ZhangWMGLZ14;Yingnan Ma;2
conf/his2/ZhangWMGLZ14;Xing Gao;3
conf/his2/ZhangWMGLZ14;Huiqi Li;4
conf/his2/ZhangWMGLZ14;Guoru Zhao;5
conf/his2/HaratyN13;Ramzi A. Haraty;0
conf/his2/HaratyN13;Mirna Naous;1
conf/his2/GardaziS13;Syeda Uzma Gardazi;0
conf/his2/GardaziS13;Arshad Ali Shahid;1
conf/his2/SalamiA13;Nada Al Salami;0
conf/his2/SalamiA13;Sarmad Al Aloussi;1
conf/his2/WangFC14;Yingying Wang;0
conf/his2/WangFC14;Xiaomao Fan;1
conf/his2/WangFC14;Yunpeng Cai;2
conf/his2/ShiYYJ14;Huafeng Shi;0
conf/his2/ShiYYJ14;Bin Yang;1
conf/his2/ShiYYJ14;Wenlong Yu;2
conf/his2/ShiYYJ14;Lei Jin;3
conf/his2/BabashzadehDH13;Atanaz Babashzadeh;0
conf/his2/BabashzadehDH13;Mariam Daoud;1
conf/his2/BabashzadehDH13;Jimmy Huang;2
conf/his2/YeZXHBS14;Xin Ye;0
conf/his2/YeZXHBS14;Linan Zhang;1
conf/his2/YeZXHBS14;Zaobing Xu;2
conf/his2/YeZXHBS14;Zengtao Hou;3
conf/his2/YeZXHBS14;Xueling Bai;4
conf/his2/YeZXHBS14;Peng Shang;5
conf/his2/HuXLLYWC14;Yumin Hu;0
conf/his2/HuXLLYWC14;Liang Xiao;1
conf/his2/HuXLLYWC14;Xing Liu;2
conf/his2/HuXLLYWC14;Jianzhou Liu;3
conf/his2/HuXLLYWC14;Zhenzhen Yan;4
conf/his2/HuXLLYWC14;Qiuju Wei;5
conf/his2/HuXLLYWC14;Haifeng Chen;6
conf/his2/RanZXY13;Ren Ran;0
conf/his2/RanZXY13;Chi Zhao;1
conf/his2/RanZXY13;XiaoGuang Xu;2
conf/his2/RanZXY13;Guiqing Yao;3
conf/his2/HeidenB13;Katja Heiden;0
conf/his2/HeidenB13;Britta B?ckmann;1
conf/his2/StraubeBLH14;Georgi Straube;0
conf/his2/StraubeBLH14;Ilvio Bruder;1
conf/his2/StraubeBLH14;Dortje L?per;2
conf/his2/StraubeBLH14;Andreas Heuer;3
conf/his2/ChenCLZ14;Xing Chen;0
conf/his2/ChenCLZ14;Xin Chen;1
conf/his2/ChenCLZ14;Jizhou Li;2
conf/his2/ChenCLZ14;Yongjin Zhou;3
conf/his2/MagnaniF13;Denise Magnani;0
conf/his2/MagnaniF13;Michael Freed;1
conf/his2/ZhangLKLC14;Fan Zhang;0
conf/his2/ZhangLKLC14;Congcong Li;1
conf/his2/ZhangLKLC14;Shan Kong;2
conf/his2/ZhangLKLC14;Shuyue Liu;3
conf/his2/ZhangLKLC14;Yanbin Cui;4
conf/his2/BrzezinskiKKSS13;Jerzy Brzezinski;0
conf/his2/BrzezinskiKKSS13;Anna Kobusinska;1
conf/his2/BrzezinskiKKSS13;Jacek Kobusinski;2
conf/his2/BrzezinskiKKSS13;Andrzej Stroinski;3
conf/his2/BrzezinskiKKSS13;Konrad Szalkowski;4
conf/his2/Rissanen13;Marjo Rissanen;0
conf/his2/LiYDLDW13;Yang Li;0
conf/his2/LiYDLDW13;Yan Yan;1
conf/his2/LiYDLDW13;Leilei Du;2
conf/his2/LiYDLDW13;Yu Luo;3
conf/his2/LiYDLDW13;Wencai Du;4
conf/his2/LiYDLDW13;Lei Wang;5
conf/his2/YangCCCH14;Pei-Ching Yang;0
conf/his2/YangCCCH14;Chia-Chi Chang;1
conf/his2/YangCCCH14;Yen-Lin Chen;2
conf/his2/YangCCCH14;Jung-Hsien Chiang;3
conf/his2/YangCCCH14;Galen Chin-Lun Hung;4
conf/his2/XueLJFCC14;Yuanyuan Xue;0
conf/his2/XueLJFCC14;Qi Li;1
conf/his2/XueLJFCC14;Li Jin;2
conf/his2/XueLJFCC14;Ling Feng;3
conf/his2/XueLJFCC14;David A. Clifton;4
conf/his2/XueLJFCC14;Gari D. Clifford;5
conf/his2/JiangZHHY13;Zhangwei Jiang;0
conf/his2/JiangZHHY13;Yanchun Zhang;1
conf/his2/JiangZHHY13;Jing He;2
conf/his2/JiangZHHY13;Guangyan Huang;3
conf/his2/JiangZHHY13;Jing Yang;4
conf/his2/YinNHZA14;Xiao-Xia Yin;0
conf/his2/YinNHZA14;Brian Wai-Him Ng;1
conf/his2/YinNHZA14;Jing He;2
conf/his2/YinNHZA14;Yanchun Zhang;3
conf/his2/YinNHZA14;Derek Abbott;4
conf/his2/XueLDLTLL14;Yun Xue;0
conf/his2/XueLDLTLL14;Yuting Li;1
conf/his2/XueLDLTLL14;Weijun Deng;2
conf/his2/XueLDLTLL14;Jiejin Li;3
conf/his2/XueLDLTLL14;Jianxiong Tang;4
conf/his2/XueLDLTLL14;Zhengling Liao;5
conf/his2/XueLDLTLL14;TieChen Li;6
conf/his2/ZhangCLZ14;Xinhong Zhang;0
conf/his2/ZhangCLZ14;Xiaopan Chen;1
conf/his2/ZhangCLZ14;Congcong Li;2
conf/his2/ZhangCLZ14;Fan Zhang;3
conf/ems/OjengeAOO13;Winston Ojenge;0
conf/ems/OjengeAOO13;Thomas Afullo;1
conf/ems/OjengeAOO13;Patrick Ogao;2
conf/ems/OjengeAOO13;William OkelloOdongo;3
conf/ems/YagcitekinUOTT13;Bunyamin Yagcitekin;0
conf/ems/YagcitekinUOTT13;Mehmet Uzunoglu;1
conf/ems/YagcitekinUOTT13;Birol Ocal;2
conf/ems/YagcitekinUOTT13;Eren Turan;3
conf/ems/YagcitekinUOTT13;Ahmet Tunc;4
conf/ems/FuddolyJZ13;Aini Fuddoly;0
conf/ems/FuddolyJZ13;Jafreezal Jaafar;1
conf/ems/FuddolyJZ13;Norshuhani Zamin;2
conf/ems/Abuelyaman13;Eltayeb Salih Abuelyaman;0
conf/ems/WhahsiN13;Noura Al Whahsi;0
conf/ems/WhahsiN13;Ammar Nayfeh;1
conf/ems/QajaEC13;Walid M. Qaja;0
conf/ems/QajaEC13;Abdulghani M. Elazreg;1
conf/ems/QajaEC13;Jonathon A. Chambers;2
conf/ems/GangulaAG13;Arunkumar Gangula;0
conf/ems/GangulaAG13;Saad Ansari;1
conf/ems/GangulaAG13;Mayur Gondhalekar;2
conf/ems/AdebiyiOFAR13;Marion O. Adebiyi;0
conf/ems/AdebiyiOFAR13;Josiah Oghuan;1
conf/ems/AdebiyiOFAR13;Segun A. Fatumo;2
conf/ems/AdebiyiOFAR13;Ezekiel F. Adebiyi;3
conf/ems/AdebiyiOFAR13;Jason Rasgon;4
conf/ems/HuangYLD13;Yiwen Huang;0
conf/ems/HuangYLD13;Yujing Yang;1
conf/ems/HuangYLD13;Taihua Li;2
conf/ems/HuangYLD13;Xuewu Dai;3
conf/ems/Davidrajuh13;Reggie Davidrajuh;0
conf/ems/MinciardiR13;Riccardo Minciardi;0
conf/ems/MinciardiR13;Michela Robba;1
conf/ems/AzabM13;Abdulrahman Azab;0
conf/ems/AzabM13;Hein Meling;1
conf/ems/MaghrebiWS13;Mojtaba Maghrebi;0
conf/ems/MaghrebiWS13;Travis S. Waller;1
conf/ems/MaghrebiWS13;Claude Sammut;2
conf/ems/RizzoSBMC13;Renato Rizzo;0
conf/ems/RizzoSBMC13;Ivan Spina;1
conf/ems/RizzoSBMC13;Valeria Boscaino;2
conf/ems/RizzoSBMC13;Rosario Miceli;3
conf/ems/RizzoSBMC13;Giuseppe Capponi;4
conf/ems/SinhaMVDDPS13;Pradeep Sinha;0
conf/ems/SinhaMVDDPS13;Goldi Misra;1
conf/ems/SinhaMVDDPS13;Deepu Vikranman;2
conf/ems/SinhaMVDDPS13;Abhishek Das;3
conf/ems/SinhaMVDDPS13;Shraddha Desai;4
conf/ems/SinhaMVDDPS13;Sucheta Pawar;5
conf/ems/SinhaMVDDPS13;Kalyani Shewale;6
conf/ems/GhafariAG13;Mehran Ghafari;0
conf/ems/GhafariAG13;Mounir Adjrad;1
conf/ems/GhafariAG13;Mohammad Ghavami;2
conf/ems/RoznovatR13;Irina A. Roznovat;0
conf/ems/RoznovatR13;Heather J. Ruskin;1
conf/ems/KvetM13;Michal Kvet;0
conf/ems/KvetM13;Karol Matiasko;1
conf/ems/MohamedM13;Heba N. Mohamed;0
conf/ems/MohamedM13;Soliman A. Mahmoud;1
conf/ems/MinciardiRDP13;Riccardo Minciardi;0
conf/ems/MinciardiRDP13;Michela Robba;1
conf/ems/MinciardiRDP13;Federico Delfino;2
conf/ems/MinciardiRDP13;Fabio Pampararo;3
